date,time,sym,price,size
2018-07-02,09:54:45.202,USDEUR,70.52326,95100
2018-07-02,09:54:45.249,USDEUR,8.418151,95300
2018-07-02,09:54:45.785,USDGBP,21.96259,5200
2018-07-02,09:54:45.792,EURPLN,89.78436,53900
2018-07-03,09:30:00.085,USDEUR,39.65371,71600
2018-07-03,09:30:00.198,USDPLN,43.2281,25600
2018-07-03,09:30:00.609,EURPLN,49.89464,34300
2018-07-03,09:30:00.637,USDPLN,95.40513,59500
2018-07-03,09:30:00.936,USDEUR,56.83658,18900
2018-07-03,09:30:15.058,GBPPLN,85.64355,86100
2018-07-03,09:30:15.291,USDEUR,30.53877,60500
2018-07-03,09:30:15.360,USDGBP,99.61521,17900
2018-07-03,09:30:15.451,EURPLN,17.29328,7100
2018-07-03,09:30:15.545,GBPPLN,0.9710702,19800
2018-07-03,09:30:15.670,USDPLN,97.34943,78700
2018-07-03,09:30:15.685,EURPLN,81.72297,60600
2018-07-03,09:30:15.775,GBPPLN,7.980969,4800
2018-07-03,09:30:15.946,EURPLN,82.96405,39400
2018-07-03,09:30:30.240,GBPPLN,30.71632,68600
2018-07-03,09:30:30.404,USDGBP,90.67551,97700
2018-07-03,09:30:30.415,USDEUR,40.45592,99500
2018-07-03,09:30:30.583,EURPLN,49.6524,45700
2018-07-03,09:30:30.787,USDPLN,92.13077,90000
2018-07-03,09:30:30.897,USDEUR,91.89617,40400
2018-07-03,09:30:45.715,USDEUR,31.41879,77400
2018-07-03,09:30:45.939,GBPPLN,83.76382,87400
2018-07-03,09:31:00.006,USDPLN,50.48892,62600
2018-07-03,09:31:00.704,USDPLN,93.38389,18200
2018-07-03,09:31:00.998,USDPLN,54.74793,41700
2018-07-03,09:31:15.070,USDGBP,53.63305,16700
2018-07-03,09:31:15.273,GBPPLN,69.64761,84900
2018-07-03,09:31:15.471,USDGBP,69.75677,13900
2018-07-03,09:31:15.716,USDPLN,72.91097,22100
2018-07-03,09:31:30.130,USDPLN,57.57006,91000
2018-07-03,09:31:30.143,EURPLN,47.36118,11800
2018-07-03,09:31:30.303,USDPLN,68.8287,8900
2018-07-03,09:31:30.414,EURPLN,66.53644,57500
2018-07-03,09:31:30.457,EURPLN,40.31132,77400
2018-07-03,09:31:30.711,GBPPLN,10.08645,69000
2018-07-03,09:31:45.228,USDGBP,47.96211,24100
2018-07-03,09:31:45.566,GBPPLN,18.22424,50500
2018-07-03,09:31:45.568,GBPPLN,11.2574,61500
2018-07-03,09:31:45.907,USDGBP,91.02181,3000
2018-07-03,09:32:00.170,GBPPLN,40.70058,14800
2018-07-03,09:32:00.284,USDPLN,52.66877,10300
2018-07-03,09:32:00.310,USDGBP,3.131444,91200
2018-07-03,09:32:00.561,USDGBP,28.59082,52200
2018-07-03,09:32:00.728,USDGBP,75.89846,11000
2018-07-03,09:32:00.813,EURPLN,93.04433,95800
2018-07-03,09:32:00.917,GBPPLN,8.480227,55700
2018-07-03,09:32:15.391,USDEUR,9.00127,22300
2018-07-03,09:32:15.490,USDEUR,40.80526,93200
2018-07-03,09:32:30.468,USDGBP,65.25767,83600
2018-07-03,09:32:30.777,EURPLN,80.26279,18000
2018-07-03,09:32:30.888,EURPLN,33.53886,83400
2018-07-03,09:32:45.008,USDEUR,73.80491,43300
2018-07-03,09:32:45.069,USDEUR,29.32775,43400
2018-07-03,09:32:45.168,USDPLN,9.263364,90600
2018-07-03,09:32:45.944,USDGBP,24.26631,81900
2018-07-03,09:33:00.180,USDPLN,62.81104,23700
2018-07-03,09:33:00.448,GBPPLN,93.45226,27900
2018-07-03,09:33:00.472,USDPLN,14.00242,42400
2018-07-03,09:33:00.609,GBPPLN,12.12325,55300
2018-07-03,09:33:00.612,USDGBP,98.54772,70900
2018-07-03,09:33:00.974,USDEUR,84.51156,8800
2018-07-03,09:33:15.154,EURPLN,53.63815,59400
2018-07-03,09:33:15.264,USDPLN,25.13449,82600
2018-07-03,09:33:15.407,USDGBP,33.28609,42700
2018-07-03,09:33:15.501,EURPLN,97.6868,68600
2018-07-03,09:33:30.079,USDPLN,29.23901,22000
2018-07-03,09:33:30.592,USDEUR,44.50468,2900
2018-07-03,09:33:30.838,EURPLN,27.10035,98000
2018-07-03,09:33:45.006,GBPPLN,60.00136,34400
2018-07-03,09:33:45.157,USDEUR,48.29982,41800
2018-07-03,09:33:45.447,USDPLN,45.94688,64100
2018-07-03,09:33:45.580,USDPLN,12.00255,34500
2018-07-03,09:33:45.742,GBPPLN,93.94273,86600
2018-07-03,09:33:45.864,USDGBP,2.788611,23300
2018-07-03,09:33:45.969,USDGBP,70.26389,85200
2018-07-03,09:34:00.229,USDPLN,71.84219,42300
2018-07-03,09:34:00.506,EURPLN,67.32513,44400
2018-07-03,09:34:00.702,USDGBP,55.67485,32500
2018-07-03,09:34:00.745,EURPLN,75.1328,85000
2018-07-03,09:34:00.833,EURPLN,34.49381,57200
2018-07-03,09:34:15.065,GBPPLN,93.9203,95100
2018-07-03,09:34:15.131,USDEUR,0.5124252,65900
2018-07-03,09:34:15.512,USDEUR,44.57451,38200
2018-07-03,09:34:15.602,USDEUR,99.01257,47400
2018-07-03,09:34:15.822,GBPPLN,30.90365,73700
2018-07-03,09:34:15.931,USDGBP,58.85588,56300
2018-07-03,09:34:30.022,USDPLN,93.24684,21600
2018-07-03,09:34:30.205,EURPLN,9.436515,95800
2018-07-03,09:34:30.552,USDPLN,42.67138,67000
2018-07-03,09:34:30.555,USDPLN,24.91852,90900
2018-07-03,09:34:30.615,USDGBP,4.193874,78000
2018-07-03,09:34:45.164,USDGBP,2.174567,14100
2018-07-03,09:34:45.223,USDGBP,23.88025,3800
2018-07-03,09:34:45.232,USDEUR,88.93365,14600
2018-07-03,09:34:45.418,GBPPLN,10.96614,21400
2018-07-03,09:34:45.419,GBPPLN,83.89185,7300
2018-07-03,09:34:45.899,USDGBP,63.47753,2000
2018-07-03,09:35:00.012,USDEUR,64.89274,49100
2018-07-03,09:35:00.089,USDPLN,7.906031,28600
2018-07-03,09:35:00.134,USDEUR,27.73381,80600
2018-07-03,09:35:00.231,EURPLN,24.79066,70100
2018-07-03,09:35:00.558,GBPPLN,8.27278,17800
2018-07-03,09:35:00.599,USDEUR,76.25216,56500
2018-07-03,09:35:00.999,USDPLN,47.31815,86000
2018-07-03,09:35:15.138,USDPLN,27.19159,14700
2018-07-03,09:35:15.321,USDGBP,13.47306,96900
2018-07-03,09:35:15.413,GBPPLN,27.55371,95900
2018-07-03,09:35:30.376,USDEUR,10.27661,22700
2018-07-03,09:35:30.963,USDPLN,99.53066,47400
2018-07-03,09:35:45.128,USDPLN,90.45406,96400
2018-07-03,09:35:45.240,USDGBP,80.93684,66500
2018-07-03,09:35:45.365,USDEUR,59.19313,39000
2018-07-03,09:35:45.577,USDPLN,70.45989,58400
2018-07-03,09:35:45.806,GBPPLN,14.22493,80000
2018-07-03,09:35:45.953,GBPPLN,72.2632,51700
2018-07-03,09:36:00.448,USDGBP,42.50337,28800
2018-07-03,09:36:00.557,USDPLN,72.22952,6300
2018-07-03,09:36:00.600,USDEUR,2.349551,28500
2018-07-03,09:36:00.836,EURPLN,95.318,75000
2018-07-03,09:36:15.273,USDPLN,86.8861,93400
2018-07-03,09:36:15.415,EURPLN,88.18605,5400
2018-07-03,09:36:15.467,USDGBP,0.31348,69300
2018-07-03,09:36:15.514,EURPLN,57.71967,35600
2018-07-03,09:36:15.641,GBPPLN,25.54349,600
2018-07-03,09:36:15.798,EURPLN,32.7681,19700
2018-07-03,09:36:15.903,EURPLN,67.35678,41700
2018-07-03,09:36:15.944,USDPLN,92.24948,57800
2018-07-03,09:36:30.009,EURPLN,85.47404,27300
2018-07-03,09:36:30.453,USDPLN,33.34439,49000
2018-07-03,09:36:30.592,GBPPLN,30.30389,94500
2018-07-03,09:36:30.750,GBPPLN,57.91082,65300
2018-07-03,09:36:45.137,EURPLN,52.81793,17200
2018-07-03,09:36:45.141,EURPLN,12.71035,3600
2018-07-03,09:36:45.169,USDPLN,25.91422,76400
2018-07-03,09:36:45.476,GBPPLN,42.79614,28200
2018-07-03,09:36:45.913,USDPLN,15.17701,8200
2018-07-03,09:36:45.964,USDPLN,79.85059,91600
2018-07-03,09:36:45.986,GBPPLN,74.90711,48500
2018-07-03,09:37:00.034,USDEUR,82.19294,58300
2018-07-03,09:37:00.072,USDPLN,30.60053,7700
2018-07-03,09:37:00.607,GBPPLN,74.82531,97700
2018-07-03,09:37:00.679,USDGBP,46.77176,35900
2018-07-03,09:37:00.868,GBPPLN,46.21395,71100
2018-07-03,09:37:15.050,USDPLN,44.60043,13100
2018-07-03,09:37:15.267,EURPLN,9.883211,30800
2018-07-03,09:37:15.432,USDPLN,70.96809,47200
2018-07-03,09:37:15.891,USDPLN,25.24891,74500
2018-07-03,09:37:15.959,USDGBP,35.04693,85800
2018-07-03,09:37:15.977,USDEUR,8.474373,43200
2018-07-03,09:37:30.129,USDGBP,69.24686,46300
2018-07-03,09:37:30.197,USDPLN,32.33913,24000
2018-07-03,09:37:30.337,USDPLN,74.60033,81200
2018-07-03,09:37:30.725,GBPPLN,1.365333,35100
2018-07-03,09:37:30.742,EURPLN,40.02525,50100
2018-07-03,09:37:30.805,GBPPLN,93.63362,46700
2018-07-03,09:37:30.833,EURPLN,26.63035,77800
2018-07-03,09:37:45.015,USDPLN,36.17324,14200
2018-07-03,09:37:45.097,USDGBP,92.25337,35900
2018-07-03,09:37:45.334,USDPLN,3.198954,85900
2018-07-03,09:37:45.644,GBPPLN,70.76833,39600
2018-07-03,09:37:45.658,EURPLN,5.51112,27500
2018-07-03,09:37:45.672,USDPLN,9.902632,33200
2018-07-03,09:37:45.697,EURPLN,39.12723,21700
2018-07-03,09:37:45.707,USDPLN,11.0183,38100
2018-07-03,09:37:45.898,USDEUR,34.55294,3800
2018-07-03,09:38:00.120,EURPLN,85.84564,54200
2018-07-03,09:38:00.234,USDGBP,87.90397,59800
2018-07-03,09:38:00.579,USDPLN,67.66372,39600
2018-07-03,09:38:00.702,USDGBP,93.76314,19100
2018-07-03,09:38:00.847,USDEUR,23.01489,39000
2018-07-03,09:38:00.954,USDEUR,59.29997,95300
2018-07-03,09:38:15.092,USDEUR,92.58554,72000
2018-07-03,09:38:15.366,EURPLN,94.44009,41700
2018-07-03,09:38:15.435,USDGBP,52.30862,36300
2018-07-03,09:38:15.544,USDPLN,35.47586,70700
2018-07-03,09:38:15.633,USDGBP,63.29876,16000
2018-07-03,09:38:15.775,USDEUR,0.6172424,71100
2018-07-03,09:38:15.810,EURPLN,85.66705,13600
2018-07-03,09:38:15.873,USDPLN,1.282586,98100
2018-07-03,09:38:30.084,GBPPLN,25.77516,22000
2018-07-03,09:38:30.106,EURPLN,6.853932,93600
2018-07-03,09:38:30.106,USDGBP,39.61671,7400
2018-07-03,09:38:30.302,GBPPLN,84.58327,10200
2018-07-03,09:38:30.538,USDGBP,99.18711,38400
2018-07-03,09:38:30.623,USDEUR,42.62045,96600
2018-07-03,09:38:30.748,USDGBP,22.67986,9000
2018-07-03,09:38:30.766,USDGBP,80.49861,51500
2018-07-03,09:38:30.983,USDGBP,71.08203,14200
2018-07-03,09:38:45.148,GBPPLN,57.24695,77800
2018-07-03,09:38:45.196,USDPLN,27.51778,93400
2018-07-03,09:38:45.425,EURPLN,49.76754,30800
2018-07-03,09:39:00.017,GBPPLN,72.11632,67300
2018-07-03,09:39:00.164,USDEUR,50.40509,31100
2018-07-03,09:39:00.277,USDEUR,1.114779,75500
2018-07-03,09:39:00.470,GBPPLN,81.24465,38600
2018-07-03,09:39:00.627,EURPLN,65.93583,34700
2018-07-03,09:39:00.672,GBPPLN,74.88374,83000
2018-07-03,09:39:00.971,USDPLN,73.3511,58100
2018-07-03,09:39:15.156,USDGBP,61.26805,35200
2018-07-03,09:39:15.603,USDGBP,34.45738,55300
2018-07-03,09:39:15.787,EURPLN,23.62829,21800
2018-07-03,09:39:15.898,GBPPLN,18.87576,33600
2018-07-03,09:39:15.973,USDEUR,86.23902,61400
2018-07-03,09:39:30.036,USDGBP,47.42559,85300
2018-07-03,09:39:30.080,USDPLN,87.30646,31800
2018-07-03,09:39:30.196,EURPLN,80.00928,14600
2018-07-03,09:39:45.540,GBPPLN,79.06357,45600
2018-07-03,09:39:45.686,USDPLN,0.4673268,22800
2018-07-03,09:39:45.812,GBPPLN,90.95341,30900
2018-07-03,09:40:00.080,USDPLN,64.61324,92400
2018-07-03,09:40:00.433,USDGBP,28.07999,41500
2018-07-03,09:40:00.640,USDGBP,17.03538,4400
2018-07-03,09:40:00.728,USDPLN,4.113934,41600
2018-07-03,09:40:15.183,USDGBP,26.63257,15900
2018-07-03,09:40:15.662,USDEUR,35.22259,52900
2018-07-03,09:40:15.830,USDPLN,61.46548,65500
2018-07-03,09:40:30.248,EURPLN,32.46403,71800
2018-07-03,09:40:30.344,GBPPLN,37.12915,37700
2018-07-03,09:40:30.350,GBPPLN,96.56463,5400
2018-07-03,09:40:30.729,USDGBP,60.92578,28700
2018-07-03,09:40:30.763,USDEUR,88.78069,19900
2018-07-03,09:40:30.858,USDEUR,50.54969,57400
2018-07-03,09:40:30.897,GBPPLN,77.36828,22400
2018-07-03,09:40:45.067,USDEUR,53.7959,38500
2018-07-03,09:40:45.125,USDPLN,98.98286,60000
2018-07-03,09:40:45.163,GBPPLN,48.95956,14200
2018-07-03,09:40:45.600,USDGBP,27.87982,98800
2018-07-03,09:41:00.026,USDEUR,35.8324,22200
2018-07-03,09:41:00.145,USDGBP,20.97034,90200
2018-07-03,09:41:00.158,EURPLN,4.680584,32200
2018-07-03,09:41:00.282,USDGBP,20.09878,91200
2018-07-03,09:41:00.470,USDGBP,17.24224,77300
2018-07-03,09:41:00.632,USDEUR,56.31701,12700
2018-07-03,09:41:00.724,USDPLN,36.61404,24200
2018-07-03,09:41:00.738,USDPLN,28.31286,19400
2018-07-03,09:41:00.888,USDPLN,27.96147,39300
2018-07-03,09:41:00.935,GBPPLN,31.94748,22000
2018-07-03,09:41:15.017,GBPPLN,57.94123,96400
2018-07-03,09:41:15.184,EURPLN,54.21123,46500
2018-07-03,09:41:15.276,USDGBP,90.11785,38400
2018-07-03,09:41:15.416,USDGBP,96.25351,42700
2018-07-03,09:41:30.132,USDEUR,58.06262,67700
2018-07-03,09:41:30.137,USDEUR,36.5284,74500
2018-07-03,09:41:30.142,USDGBP,46.79525,23000
2018-07-03,09:41:30.346,GBPPLN,81.25157,90500
2018-07-03,09:41:30.441,EURPLN,75.524,29700
2018-07-03,09:41:30.673,USDEUR,3.429136,89200
2018-07-03,09:41:30.757,EURPLN,54.15492,55900
2018-07-03,09:41:30.839,USDEUR,27.13177,68000
2018-07-03,09:41:45.035,USDPLN,80.79932,40000
2018-07-03,09:41:45.195,EURPLN,88.09454,77400
2018-07-03,09:41:45.199,EURPLN,43.96508,12100
2018-07-03,09:41:45.967,USDPLN,83.44163,58200
2018-07-03,09:41:45.983,USDEUR,38.97847,97900
2018-07-03,09:42:00.208,USDGBP,78.069,57800
2018-07-03,09:42:00.305,USDGBP,93.43116,20900
2018-07-03,09:42:00.825,EURPLN,94.27083,48500
2018-07-03,09:42:15.021,USDEUR,96.6909,1600
2018-07-03,09:42:15.031,GBPPLN,78.45039,700
2018-07-03,09:42:15.101,USDPLN,25.83627,7200
2018-07-03,09:42:15.385,USDPLN,23.87858,27000
2018-07-03,09:42:15.615,GBPPLN,65.56688,21800
2018-07-03,09:42:15.629,USDEUR,22.02069,84000
2018-07-03,09:42:15.728,GBPPLN,60.03744,52800
2018-07-03,09:42:15.862,EURPLN,42.4156,44600
2018-07-03,09:42:15.979,USDEUR,49.19468,13700
2018-07-03,09:42:30.022,USDGBP,49.24706,6600
2018-07-03,09:42:30.417,USDGBP,98.98343,46700
2018-07-03,09:42:30.508,EURPLN,90.13584,88400
2018-07-03,09:42:30.571,USDGBP,17.33975,27700
2018-07-03,09:42:30.594,EURPLN,8.905653,73700
2018-07-03,09:42:30.682,USDPLN,22.2769,30500
2018-07-03,09:42:30.712,EURPLN,93.45405,97400
2018-07-03,09:42:30.989,USDPLN,47.41316,14400
2018-07-03,09:42:45.426,USDGBP,19.78596,58800
2018-07-03,09:42:45.612,USDEUR,89.71476,82200
2018-07-03,09:42:45.707,USDPLN,82.90862,6500
2018-07-03,09:42:45.832,USDPLN,26.03301,38400
2018-07-03,09:42:45.928,USDPLN,50.5871,75400
2018-07-03,09:43:00.041,GBPPLN,38.72106,91000
2018-07-03,09:43:00.244,USDEUR,22.30597,38300
2018-07-03,09:43:00.980,USDEUR,28.46958,45100
2018-07-03,09:43:15.232,GBPPLN,25.61317,97100
2018-07-03,09:43:15.479,GBPPLN,15.60149,41600
2018-07-03,09:43:15.524,EURPLN,28.35717,12000
2018-07-03,09:43:15.975,GBPPLN,66.56587,4300
2018-07-03,09:43:30.249,USDGBP,48.82407,32600
2018-07-03,09:43:30.267,USDEUR,61.75876,9500
2018-07-03,09:43:30.465,USDGBP,38.89008,90600
2018-07-03,09:43:30.511,EURPLN,28.28642,63200
2018-07-03,09:43:30.872,USDPLN,8.944405,95300
2018-07-03,09:43:30.919,USDGBP,94.25114,64800
2018-07-03,09:43:45.602,USDGBP,95.27252,67900
2018-07-03,09:43:45.705,USDGBP,66.03798,42300
2018-07-03,09:44:00.547,USDGBP,1.304961,57500
2018-07-03,09:44:00.671,USDEUR,24.16966,8200
2018-07-03,09:44:00.876,USDEUR,75.5294,97400
2018-07-03,09:44:00.947,USDGBP,43.54287,69700
2018-07-03,09:44:00.968,EURPLN,94.01997,16900
2018-07-03,09:44:15.050,USDGBP,32.81872,61500
2018-07-03,09:44:15.699,EURPLN,79.98535,0
2018-07-03,09:44:30.138,GBPPLN,3.229269,76000
2018-07-03,09:44:30.150,USDGBP,90.90544,48400
2018-07-03,09:44:30.495,GBPPLN,67.97538,22600
2018-07-03,09:44:45.014,USDEUR,57.20819,70500
2018-07-03,09:44:45.098,USDEUR,43.1903,52500
2018-07-03,09:44:45.187,USDPLN,21.4837,88700
2018-07-03,09:44:45.231,USDEUR,90.90437,89100
2018-07-03,09:45:00.037,USDGBP,87.07491,41200
2018-07-03,09:45:00.112,USDEUR,6.977775,38100
2018-07-03,09:45:00.568,GBPPLN,36.91864,55900
2018-07-03,09:45:15.055,GBPPLN,70.93334,10500
2018-07-03,09:45:15.120,USDPLN,51.55376,38100
2018-07-03,09:45:15.171,USDGBP,40.81741,64000
2018-07-03,09:45:15.636,GBPPLN,51.80247,19000
2018-07-03,09:45:15.816,USDGBP,36.72871,4800
2018-07-03,09:45:30.167,EURPLN,33.70312,17100
2018-07-03,09:45:30.448,USDEUR,75.11359,26700
2018-07-03,09:45:30.705,USDGBP,65.28927,16000
2018-07-03,09:45:30.734,USDEUR,32.07952,73600
2018-07-03,09:45:30.839,USDPLN,85.77892,42400
2018-07-03,09:45:30.938,EURPLN,63.69923,32500
2018-07-03,09:45:45.031,GBPPLN,9.226016,3300
2018-07-03,09:45:45.074,USDPLN,72.96897,22800
2018-07-03,09:45:45.235,USDEUR,1.886178,19100
2018-07-03,09:45:45.275,USDGBP,57.80338,25100
2018-07-03,09:45:45.373,USDGBP,0.3861047,33600
2018-07-03,09:45:45.460,EURPLN,18.88141,65900
2018-07-03,09:45:45.476,EURPLN,63.9726,54000
2018-07-03,09:45:45.873,USDPLN,78.77771,19600
2018-07-03,09:46:00.028,USDEUR,50.70527,51000
2018-07-03,09:46:00.507,USDEUR,7.974141,82100
2018-07-03,09:46:00.561,EURPLN,16.41364,40500
2018-07-03,09:46:00.830,USDEUR,15.38828,35200
2018-07-03,09:46:15.032,USDEUR,95.04438,67200
2018-07-03,09:46:15.118,USDEUR,20.25705,57200
2018-07-03,09:46:15.372,USDGBP,72.58804,49100
2018-07-03,09:46:15.597,USDEUR,60.10187,69800
2018-07-03,09:46:15.620,USDPLN,94.53781,23400
2018-07-03,09:46:15.962,USDEUR,24.80853,55400
2018-07-03,09:46:30.100,USDGBP,48.73317,76600
2018-07-03,09:46:30.107,EURPLN,97.5357,88500
2018-07-03,09:46:30.363,USDGBP,61.2705,48500
2018-07-03,09:46:30.589,USDPLN,78.96409,11800
2018-07-03,09:46:30.639,GBPPLN,67.4492,96200
2018-07-03,09:46:30.942,GBPPLN,80.90025,17500
2018-07-03,09:46:30.943,USDEUR,9.6778,39600
2018-07-03,09:46:45.178,USDEUR,0.7777765,92300
2018-07-03,09:46:45.212,EURPLN,8.153298,26800
2018-07-03,09:46:45.306,USDEUR,15.05059,65900
2018-07-03,09:47:00.318,USDGBP,63.08472,14100
2018-07-03,09:47:00.558,USDGBP,63.13755,57900
2018-07-03,09:47:00.729,USDEUR,5.428814,29400
2018-07-03,09:47:00.763,USDEUR,15.3203,1100
2018-07-03,09:47:00.795,USDPLN,93.01795,61400
2018-07-03,09:47:00.904,USDEUR,27.33732,74000
2018-07-03,09:47:00.928,USDPLN,97.745,24100
2018-07-03,09:47:15.087,USDGBP,53.89471,41600
2018-07-03,09:47:15.465,USDEUR,77.17609,6300
2018-07-03,09:47:15.543,USDPLN,73.09016,3000
2018-07-03,09:47:15.592,EURPLN,43.25663,27400
2018-07-03,09:47:15.778,USDPLN,55.43635,29800
2018-07-03,09:47:15.787,USDEUR,76.92091,18000
2018-07-03,09:47:30.818,USDPLN,9.795923,60100
2018-07-03,09:47:30.823,USDPLN,1.87948,24700
2018-07-03,09:47:30.831,EURPLN,18.0364,37600
2018-07-03,09:47:30.971,USDGBP,30.28334,55800
2018-07-03,09:47:45.543,USDPLN,35.67604,24700
2018-07-03,09:47:45.871,USDEUR,82.20934,68700
2018-07-03,09:48:00.133,USDPLN,87.06468,85500
2018-07-03,09:48:00.152,EURPLN,41.08898,41200
2018-07-03,09:48:00.501,USDEUR,90.38593,4200
2018-07-03,09:48:00.506,USDEUR,45.26961,55900
2018-07-03,09:48:00.534,GBPPLN,57.92672,61200
2018-07-03,09:48:00.627,USDEUR,19.06917,3700
2018-07-03,09:48:00.813,USDEUR,2.496768,23800
2018-07-03,09:48:00.974,GBPPLN,71.47087,33900
2018-07-03,09:48:15.516,EURPLN,32.9595,69800
2018-07-03,09:48:15.639,USDGBP,81.75549,3100
2018-07-03,09:48:15.660,USDGBP,50.22787,13000
2018-07-03,09:48:15.678,USDPLN,67.62411,82500
2018-07-03,09:48:15.735,USDPLN,90.25169,64300
2018-07-03,09:48:15.936,EURPLN,90.0228,54700
2018-07-03,09:48:15.939,GBPPLN,5.693095,54900
2018-07-03,09:48:15.943,GBPPLN,66.12419,90200
2018-07-03,09:48:15.967,USDGBP,54.92562,2400
2018-07-03,09:48:30.006,USDEUR,27.26127,81800
2018-07-03,09:48:30.401,USDGBP,83.56003,95300
2018-07-03,09:48:30.587,GBPPLN,57.19609,79700
2018-07-03,09:48:30.787,USDPLN,24.95793,53400
2018-07-03,09:48:45.224,EURPLN,64.24145,63600
2018-07-03,09:48:45.564,USDPLN,46.33345,58100
2018-07-03,09:48:45.775,EURPLN,65.50323,91700
2018-07-03,09:48:45.910,GBPPLN,73.73379,83600
2018-07-03,09:49:00.201,EURPLN,2.86483,23100
2018-07-03,09:49:00.555,USDEUR,38.43707,50100
2018-07-03,09:49:00.571,EURPLN,55.40446,57800
2018-07-03,09:49:00.648,USDGBP,87.92946,79700
2018-07-03,09:49:15.283,USDEUR,59.75824,3500
2018-07-03,09:49:15.752,USDPLN,0.9259772,30400
2018-07-03,09:49:30.212,USDEUR,6.354529,1500
2018-07-03,09:49:30.225,USDEUR,14.23016,36400
2018-07-03,09:49:30.590,USDGBP,14.57186,31900
2018-07-03,09:49:30.633,EURPLN,98.29411,99200
2018-07-03,09:49:45.138,USDGBP,46.80341,18200
2018-07-03,09:49:45.612,USDGBP,59.76733,56900
2018-07-03,09:49:45.851,USDPLN,26.41102,73200
2018-07-03,09:49:45.905,USDPLN,19.36767,53000
2018-07-03,09:50:00.356,USDEUR,47.18557,35000
2018-07-03,09:50:00.418,GBPPLN,24.71384,2200
2018-07-03,09:50:15.488,USDGBP,28.84233,60600
2018-07-03,09:50:15.669,EURPLN,59.93331,52900
2018-07-03,09:50:15.744,GBPPLN,73.48216,59500
2018-07-03,09:50:15.801,GBPPLN,35.38456,43200
2018-07-03,09:50:15.845,GBPPLN,41.77866,99300
2018-07-03,09:50:15.873,USDPLN,31.22306,52400
2018-07-03,09:50:30.280,USDGBP,64.8883,76100
2018-07-03,09:50:30.525,USDGBP,40.9054,17200
2018-07-03,09:50:30.963,USDGBP,62.16657,52600
2018-07-03,09:50:45.474,USDEUR,71.23782,32600
2018-07-03,09:50:45.593,USDEUR,52.11459,3500
2018-07-03,09:50:45.755,GBPPLN,52.52888,57900
2018-07-03,09:50:45.970,USDPLN,70.49203,99100
2018-07-03,09:51:00.093,USDPLN,56.31335,77300
2018-07-03,09:51:00.212,USDGBP,67.24136,19100
2018-07-03,09:51:00.261,GBPPLN,19.17204,70400
2018-07-03,09:51:00.281,USDPLN,8.114882,15900
2018-07-03,09:51:00.315,GBPPLN,64.80641,32000
2018-07-03,09:51:00.606,USDEUR,55.60642,79600
2018-07-03,09:51:00.724,EURPLN,22.71513,69400
2018-07-03,09:51:15.176,EURPLN,2.526883,59100
2018-07-03,09:51:15.345,EURPLN,59.80296,22500
2018-07-03,09:51:15.417,USDPLN,59.19363,50500
2018-07-03,09:51:15.477,USDPLN,19.67975,86000
2018-07-03,09:51:15.712,EURPLN,83.00591,9800
2018-07-03,09:51:30.219,USDGBP,1.011203,90200
2018-07-03,09:51:30.221,GBPPLN,49.35475,11200
2018-07-03,09:51:30.585,USDEUR,67.71716,68600
2018-07-03,09:51:45.542,USDPLN,44.15381,40200
2018-07-03,09:51:45.634,USDPLN,17.29728,23000
2018-07-03,09:52:00.006,USDGBP,85.47752,27700
2018-07-03,09:52:00.150,EURPLN,89.36813,18900
2018-07-03,09:52:00.407,EURPLN,80.17313,66900
2018-07-03,09:52:00.420,USDPLN,37.49541,89300
2018-07-03,09:52:15.070,USDPLN,3.25197,21900
2018-07-03,09:52:15.396,USDPLN,35.20185,17400
2018-07-03,09:52:15.565,GBPPLN,58.84419,84200
2018-07-03,09:52:15.590,GBPPLN,44.04984,99700
2018-07-03,09:52:15.832,USDGBP,70.70584,69300
2018-07-03,09:52:15.929,EURPLN,9.234805,2400
2018-07-03,09:52:30.240,GBPPLN,39.61554,38000
2018-07-03,09:52:30.271,USDEUR,82.93481,11700
2018-07-03,09:52:30.366,USDPLN,53.58435,20100
2018-07-03,09:52:30.389,USDGBP,30.50724,27200
2018-07-03,09:52:30.562,USDGBP,45.13179,75300
2018-07-03,09:52:30.659,EURPLN,56.37511,47000
2018-07-03,09:52:45.039,USDGBP,10.09952,48900
2018-07-03,09:52:45.183,USDEUR,77.45756,34200
2018-07-03,09:52:45.293,USDPLN,28.31635,3900
2018-07-03,09:52:45.490,USDGBP,74.34738,38700
2018-07-03,09:52:45.643,USDEUR,78.19086,95700
2018-07-03,09:52:45.858,USDGBP,81.21584,18900
2018-07-03,09:53:00.646,GBPPLN,49.44811,48600
2018-07-03,09:53:00.687,USDPLN,10.58996,43800
2018-07-03,09:53:00.688,USDGBP,39.84702,54100
2018-07-03,09:53:00.779,GBPPLN,96.42291,81400
2018-07-03,09:53:15.177,USDGBP,21.99895,22600
2018-07-03,09:53:15.207,USDGBP,45.47521,62800
2018-07-03,09:53:15.485,EURPLN,86.41876,17100
2018-07-03,09:53:15.573,EURPLN,78.84955,64700
2018-07-03,09:53:15.857,GBPPLN,71.3624,29300
2018-07-03,09:53:30.045,EURPLN,89.51722,99400
2018-07-03,09:53:30.334,USDGBP,36.06325,63900
2018-07-03,09:53:30.959,USDEUR,37.80869,10900
2018-07-03,09:53:45.064,EURPLN,84.54707,99400
